epoch;loss;val_loss
0;0.17008784413337708;0.23362332582473755
1;0.08740217238664627;0.08478524535894394
2;0.07551132142543793;0.07498341798782349
3;0.07112573087215424;0.1362292319536209
4;0.06788930296897888;0.07389778643846512
5;0.06447961181402206;0.07363986223936081
6;0.06306757032871246;0.06057431548833847
7;0.06171366572380066;0.07048682123422623
8;0.060214813798666;0.0791674479842186
9;0.05883666127920151;0.09000283479690552
10;0.05702272057533264;0.08752427250146866
11;0.05502432584762573;0.07084616273641586
12;0.052731383591890335;0.08368386328220367
13;0.052021607756614685;0.07305688410997391
14;0.04946913197636604;0.05131057649850845
15;0.04998676851391792;0.04676210135221481
16;0.048915788531303406;0.07158790528774261
17;0.046977441757917404;0.047726135700941086
18;0.04648008570075035;0.06057030335068703
19;0.04415590316057205;0.04245777055621147
20;0.04430672153830528;0.059895724058151245
21;0.045587457716464996;0.07983772456645966
22;0.04695041477680206;0.08191156387329102
23;0.04487190023064613;0.04728059470653534
24;0.04311002045869827;0.04454749450087547
25;0.04437746852636337;0.04012221843004227
26;0.04266238585114479;0.08877585828304291
27;0.04263290390372276;0.049055252224206924
28;0.04126787558197975;0.04708152264356613
29;0.04255297780036926;0.09396425634622574
30;0.03931846469640732;0.04279058426618576
31;0.038320980966091156;0.042979639023542404
32;0.036367304623126984;0.04087764024734497
33;0.03516215458512306;0.03322480991482735
34;0.0357930026948452;0.039297230541706085
35;0.034761130809783936;0.0690210834145546
36;0.03414579853415489;0.036453623324632645
37;0.03362229838967323;0.04517364501953125
38;0.03268600255250931;0.032461997121572495
39;0.031860895454883575;0.031329523772001266
40;0.032896190881729126;0.03138492628931999
41;0.031375590711832047;0.042434338480234146
42;0.032215267419815063;0.04174105077981949
43;0.032577041536569595;0.04481007903814316
44;0.030414298176765442;0.036792486906051636
45;0.030802594497799873;0.032539717853069305
46;0.03093608282506466;0.033328015357255936
47;0.0302008967846632;0.04136323928833008
48;0.03056238405406475;0.031838346272706985
49;0.03043372370302677;0.0602574422955513
50;0.03204043582081795;0.2093285471200943
51;0.030208904296159744;0.05075032636523247
52;0.030015986412763596;0.05290090665221214
53;0.03054974228143692;0.04895856976509094
54;0.029877856373786926;0.03787028044462204
55;0.028991365805268288;0.04055391252040863
56;0.029394790530204773;0.030881457030773163
57;0.028918249532580376;0.046393029391765594
58;0.029495468363165855;0.029344681650400162
59;0.029050620272755623;0.03120334818959236
60;0.028701940551400185;0.03957286849617958
61;0.028173455968499184;0.03025679849088192
62;0.029624372720718384;0.032736968249082565
63;0.028884584084153175;0.0564727783203125
64;0.028324199840426445;0.04810516908764839
65;0.028086146339774132;0.03603449836373329
66;0.02803094871342182;0.03394375368952751
67;0.028268909081816673;0.044120483100414276
68;0.027984539046883583;0.028888341039419174
69;0.0281982421875;0.03539272025227547
70;0.028151802718639374;0.029929403215646744
71;0.027478262782096863;0.03315090760588646
72;0.02756107598543167;0.03336143121123314
73;0.027081387117505074;0.03655523434281349
74;0.027744989842176437;0.046525370329618454
75;0.029366599395871162;0.05241244658827782
76;0.027422955259680748;0.03907151520252228
77;0.026812110096216202;0.033056750893592834
78;0.026667309924960136;0.03168695047497749
79;0.02672288380563259;0.035351015627384186
80;0.0263355802744627;0.032917991280555725
81;0.026846326887607574;0.06461133807897568
82;0.02620415948331356;0.039573632180690765
83;0.02605845220386982;0.036424390971660614
84;0.026071375235915184;0.05381527543067932
85;0.02650265395641327;0.047461312264204025
86;0.025538450106978416;0.026704909279942513
87;0.025586849078536034;0.03899823874235153
88;0.025792961940169334;0.044202204793691635
89;0.02549140714108944;0.026570383459329605
90;0.025464346632361412;0.02804347686469555
91;0.024955561384558678;0.02705133892595768
92;0.025439193472266197;0.02776150032877922
93;0.025215504691004753;0.026683950796723366
94;0.024788934737443924;0.09898043423891068
95;0.0254531130194664;0.032586969435214996
96;0.025427239015698433;0.04798965901136398
97;0.02533074840903282;0.0528181716799736
98;0.0249292254447937;0.029021114110946655
99;0.025091683492064476;0.03163078427314758
100;0.024530908092856407;0.04365475848317146
101;0.024858852848410606;0.02579868957400322
102;0.024526746943593025;0.031118711456656456
103;0.024948008358478546;0.026284674182534218
104;0.024570154026150703;0.027875563129782677
105;0.02467973902821541;0.03649967163801193
106;0.024724215269088745;0.028838355094194412
107;0.024443181231617928;0.03898759186267853
108;0.02436971291899681;0.03640875220298767
109;0.024798845872282982;0.03437602147459984
110;0.0242769755423069;0.023656392470002174
111;0.0252930149435997;0.0382760614156723
112;0.024674491956830025;0.025377115234732628
